GEN,TIME,EVAL,BEST,AVG,STDDEV,WORST
76	64.38		3900		1.09e+02  1.10e+02  3.52e+00  1.31e+02
77	64.78		3950		1.09e+02  1.10e+02  4.75e+00  1.33e+02
78	65.21		4000		1.09e+02  1.09e+02  1.83e+00  1.27e+02
79	65.62		4050		1.09e+02  1.10e+02  4.59e+00  1.36e+02
80	66.3		4100		1.09e+02  1.10e+02  3.21e+00  1.31e+02
81	66.46		4150		1.09e+02  1.09e+02  1.40e+00  1.22e+02
82	66.87		4200		1.09e+02  1.10e+02  3.41e+00  1.30e+02
83	67.29		4250		1.09e+02  1.10e+02  3.78e+00  1.35e+02
84	67.69		4300		1.09e+02  1.10e+02  2.97e+00  1.35e+02
85	68.8		4350		1.09e+02  1.09e+02  7.78e-01  1.17e+02
86	68.47		4400		1.09e+02  1.09e+02  3.84e-01  1.12e+02
87	68.85		4450		1.09e+02  1.09e+02  2.47e+00  1.28e+02
88	69.24		4500		1.09e+02  1.10e+02  2.28e+00  1.23e+02
89	69.62		4550		1.09e+02  1.09e+02  9.42e-01  1.15e+02
90	70.1		4600		1.09e+02  1.10e+02  4.92e+00  1.39e+02
91	70.39		4650		1.09e+02  1.10e+02  2.16e+00  1.21e+02
92	70.77		4700		1.09e+02  1.10e+02  3.54e+00  1.34e+02
93	71.15		4750		1.09e+02  1.09e+02  1.78e+00  1.20e+02
94	71.53		4800		1.09e+02  1.09e+02  2.51e+00  1.29e+02
95	71.92		4850		1.09e+02  1.10e+02  3.45e+00  1.34e+02
96	72.30		4900		1.09e+02  1.10e+02  2.39e+00  1.27e+02
97	72.68		4950		1.09e+02  1.10e+02  3.10e+00  1.29e+02
98	73.6		5000		1.09e+02  1.10e+02  3.06e+00  1.32e+02
99	73.44		5050		1.09e+02  1.10e+02  4.02e+00  1.36e+02
