GEN,TIME,EVAL,BEST,AVG,STDDEV,WORST
0	0.3		100		5.76e+02  1.57e+04  8.62e+03  3.25e+04
1	1.30		150		5.66e+02  5.63e+03  4.58e+03  1.58e+04
2	2.55		200		5.66e+02  1.33e+03  1.03e+03  4.13e+03
3	3.87		250		5.66e+02  5.71e+02  4.97e+00  5.87e+02
4	5.13		300		5.36e+02  5.65e+02  5.58e+00  5.76e+02
5	6.38		350		5.15e+02  5.57e+02  1.37e+01  5.70e+02
6	7.66		400		5.11e+02  5.40e+02  1.40e+01  5.66e+02
7	8.92		450		5.06e+02  5.23e+02  1.10e+01  5.36e+02
8	10.19		500		5.02e+02  5.12e+02  3.92e+00  5.36e+02
9	11.44		550		5.02e+02  5.08e+02  3.81e+00  5.22e+02
10	12.69		600		4.86e+02  5.03e+02  3.25e+00  5.15e+02
11	13.98		650		4.86e+02  4.99e+02  5.94e+00  5.06e+02
12	15.28		700		4.82e+02  4.91e+02  7.57e+00  5.02e+02
13	16.52		750		4.75e+02  4.85e+02  1.67e+00  4.97e+02
14	17.74		800		4.64e+02  4.84e+02  3.71e+00  4.86e+02
15	19.2		850		4.34e+02  4.77e+02  9.46e+00  4.86e+02
16	20.25		900		4.29e+02  4.61e+02  1.54e+01  4.82e+02
17	21.44		950		4.01e+02  4.42e+02  1.31e+01  4.64e+02
18	22.74		1000		4.01e+02  4.27e+02  1.05e+01  4.34e+02
19	23.96		1050		3.77e+02  4.11e+02  1.29e+01  4.34e+02
20	25.16		1100		3.77e+02  3.99e+02  6.97e+00  4.18e+02
21	26.39		1150		3.60e+02  3.88e+02  1.19e+01  4.01e+02
22	27.60		1200		3.42e+02  3.74e+02  8.34e+00  4.01e+02
23	28.85		1250		3.40e+02  3.63e+02  1.12e+01  3.77e+02
24	30.10		1300		3.40e+02  3.49e+02  8.54e+00  3.60e+02
25	31.29		1350		3.25e+02  3.41e+02  3.61e+00  3.62e+02
26	32.56		1400		3.21e+02  3.38e+02  5.55e+00  3.57e+02
27	33.82		1450		3.09e+02  3.29e+02  7.43e+00  3.40e+02
28	35.2		1500		2.95e+02  3.21e+02  5.46e+00  3.34e+02
29	36.21		1550		2.91e+02  3.12e+02  9.77e+00  3.23e+02
30	37.41		1600		2.81e+02  3.00e+02  8.22e+00  3.21e+02
31	38.67		1650		2.68e+02  2.92e+02  5.25e+00  3.09e+02
32	39.91		1700		2.53e+02  2.83e+02  8.49e+00  2.95e+02
33	41.9		1750		2.43e+02  2.70e+02  9.41e+00  2.83e+02
34	42.27		1800		2.27e+02  2.57e+02  1.00e+01  2.68e+02
35	43.50		1850		2.06e+02  2.42e+02  1.07e+01  2.53e+02
36	44.73		1900		2.06e+02  2.29e+02  9.45e+00  2.49e+02
37	45.93		1950		1.78e+02  2.16e+02  1.09e+01  2.28e+02
38	47.13		2000		1.78e+02  2.05e+02  8.80e+00  2.27e+02
39	48.39		2050		1.64e+02  1.94e+02  1.38e+01  2.06e+02
40	49.62		2100		1.63e+02  1.78e+02  9.45e+00  2.06e+02
41	50.82		2150		1.59e+02  1.69e+02  6.07e+00  1.78e+02
42	52.0		2200		1.31e+02  1.64e+02  6.19e+00  1.91e+02
43	53.24		2250		1.31e+02  1.59e+02  7.71e+00  1.64e+02
44	54.52		2300		1.09e+02  1.45e+02  1.48e+01  1.59e+02
45	55.75		2350		1.09e+02  1.26e+02  1.08e+01  1.59e+02
46	56.97		2400		1.09e+02  1.15e+02  9.28e+00  1.33e+02
47	58.17		2450		1.09e+02  1.10e+02  2.16e+00  1.23e+02
48	59.42		2500		1.09e+02  1.09e+02  4.65e-04  1.09e+02
49	60.62		2550		1.09e+02  1.10e+02  2.64e+00  1.29e+02
50	61.88		2600		1.09e+02  1.10e+02  4.22e+00  1.37e+02
51	63.14		2650		1.09e+02  1.10e+02  3.44e+00  1.32e+02
52	64.36		2700		1.09e+02  1.09e+02  2.11e+00  1.30e+02
53	65.55		2750		1.09e+02  1.10e+02  3.49e+00  1.35e+02
54	66.75		2800		1.09e+02  1.10e+02  3.67e+00  1.30e+02
55	68.0		2850		1.09e+02  1.09e+02  1.59e+00  1.19e+02
56	69.21		2900		1.09e+02  1.09e+02  1.70e+00  1.22e+02
57	70.41		2950		1.09e+02  1.10e+02  3.28e+00  1.31e+02
58	71.60		3000		1.09e+02  1.09e+02  8.29e-01  1.17e+02
59	72.80		3050		1.09e+02  1.10e+02  2.70e+00  1.30e+02
60	74.1		3100		1.09e+02  1.09e+02  2.34e+00  1.27e+02
61	75.23		3150		1.09e+02  1.09e+02  7.98e-01  1.16e+02
62	76.42		3200		1.09e+02  1.09e+02  3.80e-04  1.09e+02
63	77.61		3250		1.09e+02  1.10e+02  3.89e+00  1.35e+02
64	78.86		3300		1.09e+02  1.10e+02  2.30e+00  1.28e+02
65	80.6		3350		1.09e+02  1.09e+02  1.76e-01  1.11e+02
66	81.29		3400		1.09e+02  1.10e+02  2.91e+00  1.26e+02
67	82.52		3450		1.09e+02  1.09e+02  1.57e+00  1.20e+02
